,PID_79,HHID_79,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_HS,AFQT,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1978,real_earnings_1979,real_earnings_1980,real_earnings_1981,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1978,weeks_worked_1979,weeks_worked_1980,weeks_worked_1981,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79,college,earnings_in_2000
4765,4766,4766,3,61,1.0,1.0,0.0,1.0,0,0,0,1.0,76.971001,11.0,412.0,15.0,15.0,16.0,11.0,0.0,3604.2314,0.0,0.0,0.0,394.07712000000004,0.0,0.0,6963.4673,5758.521,17326.512,21102.193,12179.104,8004.9927,12744.542,36216.914,22177.611,16303.252,34030.348,36937.773,28442.088,16747.773,31550.193,53869.348,77552.047,0.0,23.0,0.0,0.0,0.0,2.0,0.0,9.0,40.0,52.0,52.0,52.0,30.0,30.0,31.0,52.0,50.0,33.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,1.0,0.0,0.0,0,28928.36525
4831,4832,4832,2,61,1.0,1.0,0.0,1.0,1,0,0,1.0,77.853996,7.0,582.0,14.0,14.0,12.0,9.0,8361.043,5706.6997,9791.3496,20390.275,11298.238000000001,20579.582,20991.301,16820.305,24272.656000000003,28792.605,38708.164,42204.387,53387.852,56034.949,55329.960999999996,59908.812999999995,62955.801,71462.586,66751.836,86188.141,72290.305,63641.535,70462.094,63423.530999999995,46531.227,45.0,27.0,15.0,42.0,19.0,32.0,34.0,31.0,41.0,34.0,37.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,1.0,0.0,0.0,0,74173.217
4875,4876,4876,1,61,1.0,1.0,0.0,1.0,0,0,0,1.0,67.66100300000001,9.0,435.0,12.0,12.0,12.0,12.0,2341.092,5105.9946,7938.9321,4754.5322,537.79614,0.0,0.0,0.0,2325.7981,0.0,0.0,5275.5483,1001.0222,1615.4075,6216.8496,9054.2285,9669.4385,16303.252,14397.455,20931.406000000003,16591.217,39078.137,44170.27,43705.32,26173.816000000003,50.0,31.0,33.0,50.0,8.0,0.0,0.0,0.0,27.0,12.0,0.0,35.0,42.0,40.0,52.0,52.0,40.0,40.0,52.0,52.0,52.0,52.0,52.0,50.0,52.0,0.0,1.0,0.0,0.0,0,17055.8325
4972,4973,4972,1,61,1.0,1.0,0.0,1.0,0,0,0,1.0,76.037003,4.0,394.0,15.0,15.0,13.0,12.0,1672.2086,0.0,0.0,21589.702999999998,22596.477000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63100.387,60984.164000000004,77552.047,19.0,0.0,0.0,52.0,49.0,0.0,0.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,0.0
5040,5041,5041,1,61,1.0,1.0,0.0,1.0,0,1,0,1.0,13.195,12.0,435.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1295.3822,14301.311000000002,12522.895,14405.548,10132.714,10932.643999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.16272000000004,0.0,6151.6396,3693.7776,15998.673999999999,15631.255,15459.595,16262.444,14541.008999999998,0.0,0.0,0.0,12.0,52.0,52.0,52.0,52.0,52.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,6461.0228
5099,5100,5100,1,61,1.0,1.0,0.0,1.0,0,0,0,0.0,69.693001,8.0,522.0,12.0,12.0,14.0,16.0,5685.5093,0.0,0.0,0.0,0.0,6567.9517,8890.1367,6079.6284,4599.8677,21114.577999999998,23962.197,28136.257999999998,28362.295,0.0,0.0,0.0,0.0,0.0,0.0,11696.962,19578.822,23446.881,22085.135,23377.264,10052.685,18.0,0.0,0.0,0.0,0.0,39.0,52.0,40.0,12.0,52.0,52.0,52.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,32.0,52.0,52.0,52.0,51.0,0.0,0.0,0.0,1.0,0.0,0,7818.946
5141,5142,5141,2,61,1.0,1.0,0.0,1.0,0,1,0,1.0,60.518002,7.0,459.0,12.0,12.0,11.0,18.0,10033.252,15017.631000000001,23816.797000000002,38381.695,30505.244,35029.078,29381.943,22291.971,19895.621,28792.605,27648.689,29894.772999999997,25025.555,26416.477000000003,31084.248,28671.722999999998,28616.272999999997,33965.109,45810.085999999996,9850.0732,41478.043,0.0,12620.077,13213.236,9694.0059,52.0,49.0,52.0,52.0,40.0,52.0,52.0,52.0,52.0,45.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,1.0,0,32775.8278
5148,5149,5149,1,62,1.0,1.0,0.0,1.0,1,0,0,1.0,72.306,11.0,504.0,12.0,12.0,12.0,12.0,5016.626,15017.631000000001,22528.042999999998,39581.121,47452.602,41597.027,37776.785,60796.280999999995,59686.859000000004,57585.210999999996,55297.379,52755.484000000004,56724.59,64039.941,48180.585999999996,51307.293,42924.41,0.0,0.0,0.0,7110.522,6699.1089,6310.0386,22360.861,2908.2017,28.0,52.0,52.0,52.0,52.0,46.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,50.0,4.0,0.0,0.0,0.0,48.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,1.0,0,1777.6305
5158,5159,5159,3,61,1.0,1.0,0.0,1.0,0,0,0,0.0,36.432999,8.0,529.0,12.0,12.0,12.0,14.0,6688.8345,16819.746,10585.243,4797.7119,1468.771,4159.7026,16789.682,16212.341999999999,0.0,0.0,0.0,8792.5811,0.0,0.0,0.0,0.0,2146.2205,0.0,916.20166,28318.961,5925.4346,1339.8218,0.0,406.5611,96.94005600000001,33.0,43.0,13.0,16.0,14.0,12.0,41.0,48.0,12.0,37.0,52.0,48.0,27.0,0.0,0.0,0.0,12.0,0.0,15.0,52.0,52.0,46.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,8790.149314999999
5228,5229,5227,1,61,1.0,1.0,0.0,1.0,1,0,0,1.0,31.929001,9.0,435.0,14.0,14.0,12.0,12.0,668.88342,2252.6445,3969.4661,9595.4238,11298.238000000001,10946.586000000001,27283.234,29891.506,30724.807,30712.112999999998,35021.672,35170.324,36704.148,38103.766,34192.672,34707.875,50078.477,38040.922,39265.785,35706.516,38396.816,36320.336,36808.559,38396.648,39745.426,52.0,44.0,12.0,37.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,46.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,1.0,0,37852.50975
5246,5247,5247,2,61,1.0,1.0,0.0,1.0,0,0,0,1.0,55.115002000000004,9.0,562.0,12.0,12.0,12.0,13.0,4347.7422,15017.631000000001,23816.797000000002,26387.414,24856.125,25177.147999999997,23085.813,18238.885,21885.182,19195.07,27648.689,26377.742000000002,28362.295,24014.979,27975.822,18902.211,28616.272999999997,22416.972999999998,1073.2648,10342.577,24886.826,29029.472999999998,0.0,0.0,0.0,50.0,39.0,52.0,52.0,52.0,42.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,30.0,5.0,44.0,49.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,14679.9102
5285,5286,5285,1,62,1.0,1.0,0.0,1.0,0,0,0,0.0,32.230999,12.0,355.0,12.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.55481,1668.3704,0.0,0.0,0.0,0.0,6793.022,3926.5786,2462.5183,5925.4346,5582.5908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,0.0,0.0,0.0,0.0,52.0,52.0,44.0,52.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4776.8883749999995
5291,5292,5292,2,61,0.0,0.0,0.0,1.0,0,0,0,1.0,56.368,10.0,447.0,13.0,13.0,12.0,12.0,1983.2394,6007.0522,5292.6216,5037.5972,4519.2954,0.0,3148.0654,7040.2095,20890.402,19195.07,30671.612999999998,25498.484,27528.109,36797.352,29530.035,25653.646,31477.9,32497.816000000003,28271.365,32012.737999999998,23237.186,0.0,0.0,20328.055,33929.02,22.0,50.0,26.0,20.0,10.0,0.0,8.0,46.0,52.0,49.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,40.0,0.0,0.0,52.0,52.0,0.0,1.0,0.0,0.0,0,29004.77625
5378,5379,5379,4,61,1.0,1.0,0.0,1.0,1,0,0,1.0,29.795,13.0,403.0,12.0,12.0,8.0,12.0,20835.718999999997,18021.156000000003,15877.864,17991.42,169475.83,17514.539,20987.104,27155.674,23874.744,26873.097999999998,26358.417999999998,36928.84,30030.666,32019.971,23313.186,29124.436,31477.9,35323.715,40574.645,34475.258,31997.347999999998,35728.582,33653.539,28459.277000000002,40714.824,52.0,52.0,52.0,52.0,44.0,47.0,52.0,52.0,52.0,52.0,41.0,52.0,45.0,52.0,48.0,44.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,39.0,0.0,1.0,0.0,0.0,0,35592.7415
5408,5409,5408,8,62,1.0,1.0,0.0,1.0,0,0,0,0.0,37.970001,10.0,412.0,12.0,9.0,12.0,12.0,0.0,720.84625,0.0,0.0,0.0,1050.8723,4617.1626,18603.662,29843.43,7678.0283,921.6229900000001,0.0,0.0,480.29956,23313.186,18108.457,17169.764,20379.064,15706.313999999998,27087.701,11850.868999999999,16747.773,21033.461,17278.848,1938.8011,0.0,3.0,0.0,0.0,0.0,11.0,21.0,29.0,51.0,14.0,8.0,0.0,0.0,1.0,47.0,50.0,52.0,28.0,52.0,48.0,44.0,30.0,52.0,49.0,17.0,0.0,1.0,0.0,0.0,0,18755.987
5454,5455,5455,1,61,1.0,1.0,0.0,1.0,0,0,0,0.0,9.1549997,10.0,605.0,8.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,1807.7181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6403.9941,0.0,0.0,1430.8136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,26.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
5483,5484,5483,1,61,1.0,0.0,1.0,1.0,1,0,1,1.0,25.559998999999998,10.0,612.0,12.0,12.0,11.0,12.0,2056.8167,2228.6165,3175.5728,2398.856,1387.4237,0.0,2308.5813,0.0,0.0,0.0,0.0,52755.484000000004,21688.814,48029.957,29530.035,34707.875,27185.459,25813.482000000004,31412.629,32012.737999999998,47403.477,1004.8663,31550.193,32524.889,36837.223,9.0,8.0,20.0,25.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,44.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,34160.5815
5524,5525,5524,2,61,1.0,1.0,0.0,1.0,1,0,0,0.0,10.312999999999999,11.0,435.0,8.0,8.0,0.0,0.0,25083.129,9010.5781,20217.814,21589.702999999998,15817.533000000001,22987.832000000002,24135.167999999998,29790.178,36806.898,37430.387,46081.148,34818.621,40040.887,40024.965,41963.734000000004,37725.953,34339.527,39399.527,30103.77,27087.701,21331.564,22330.362999999998,33653.539,32524.889,22296.213,52.0,52.0,51.0,46.0,50.0,49.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,29480.6405
5617,5618,5616,1,61,1.0,1.0,0.0,1.0,1,0,1,1.0,51.958,9.0,482.0,16.0,16.0,12.0,12.0,2106.9829,2102.4683,3117.3540000000003,7340.499,1626.9463,0.0,10397.011,25086.572,30838.211,28600.654,28570.313,28136.257999999998,30531.176,29618.472999999998,29530.035,31689.799,38631.969,39399.527,49736.664000000004,36937.773,47403.477,48010.280999999995,47325.289000000004,4065.6111,30536.119,13.0,10.0,11.0,16.0,10.0,0.0,22.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,46.0,45.0,52.0,52.0,52.0,38.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,1,43369.36025
5654,5655,5655,3,61,1.0,1.0,0.0,1.0,1,0,0,1.0,82.060997,8.0,417.0,16.0,16.0,12.0,15.0,2341.092,6007.0522,7938.9321,4797.7119,5649.1191,12041.245,15740.327,9119.4424,37801.68,38390.141,43316.280999999995,43962.902,51719.48,56835.449,57505.859000000004,52816.332,60094.172,72006.031,91620.17199999999,100963.25,106657.83,100486.63,103063.96,103673.09,73674.445,12.0,25.0,52.0,19.0,30.0,52.0,43.0,27.0,52.0,50.0,52.0,52.0,49.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,30.0,0.0,0.0,1.0,0.0,1,92811.82075
5805,5806,5806,9,61,1.0,1.0,0.0,1.0,0,1,0,0.0,0.257,10.0,412.0,9.0,9.0,12.0,6.0,5016.626,108.12695,1852.4175,9595.4238,11298.238000000001,13135.903,14690.972,12159.257,17906.058999999997,0.0,2919.7017,17585.162,16683.703,32019.971,24867.397999999997,33198.836,32908.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,33.0,39.0,49.0,43.0,52.0,48.0,52.0,19.0,7.0,52.0,36.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
5964,5965,5965,4,62,1.0,0.0,0.0,1.0,0,0,1,1.0,28.34,11.0,506.0,12.0,12.0,12.0,10.0,0.0,1426.6749,2521.9341,0.0,0.0,766.26105,0.0,0.0,0.0,0.0,0.0,527.55481,0.0,1921.1982,8081.9043,7545.1904,4292.4409,6793.022,14397.455,13543.851,15406.131000000001,16636.121,10516.73,11180.431,17449.211,0.0,13.0,19.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,49.0,52.0,37.0,21.0,52.0,52.0,52.0,52.0,34.0,0.0,52.0,0.0,1.0,0.0,0.0,0,12535.11475
6131,6132,6132,2,61,1.0,0.0,0.0,1.0,0,0,1,1.0,26.291,7.0,527.0,14.0,12.0,13.0,12.0,5183.8467,0.0,6351.1455,26147.529,24856.125,34372.281,32949.75,34451.227,33822.555,30712.112999999998,31335.182,33411.805,31699.035,33620.969,31084.248,31689.799,37201.156,36682.316,36648.066,36937.773,35552.609,34612.062999999995,35756.883,39639.707,43623.027,46.0,0.0,27.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,36455.191
6151,6152,6152,2,61,1.0,0.0,0.0,1.0,0,0,1,0.0,29.989,7.0,647.0,14.0,14.0,10.0,12.0,21738.711,26887.566000000003,23689.772999999997,9595.4238,15056.032,24715.202999999998,16789.682,31545.164,34099.105,37430.387,39279.57,38687.355,42343.238,42426.460999999996,42430.0,43309.390999999996,40062.781,44154.640999999996,52354.383,6279.4219,46626.062999999995,44173.926,44170.27,48787.332,51792.164000000004,52.0,52.0,37.0,19.0,40.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,12.0,52.0,45.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,37353.627225000004
6289,6290,6290,4,61,1.0,0.0,1.0,1.0,0,0,1,1.0,10.274000000000001,11.0,479.0,12.0,12.0,5.0,8.0,1321.0448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.0984,7771.062,9046.6836,6009.4175,0.0,11779.736,0.0,3555.261,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,52.0,52.0,24.0,0.0,42.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3833.7492500000003
6343,6344,6344,6,61,0.0,0.0,0.0,1.0,0,0,1,1.0,13.09,8.0,413.0,12.0,12.0,10.0,10.0,0.0,4928.7866,5292.6216,0.0,0.0,0.0,0.0,12159.257,3147.4871,4798.7676,0.0,1967.7795,6144.6079,9605.9912,3885.531,4527.1143,0.0,0.0,392.65787,615.62958,0.0,0.0,788.75482,0.0,0.0,0.0,28.0,29.0,0.0,0.0,0.0,0.0,22.0,17.0,21.0,0.0,9.0,25.0,39.0,26.0,24.0,0.0,0.0,12.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0,252.0718625
6362,6363,6361,5,62,1.0,1.0,0.0,1.0,0,0,1,1.0,11.206,8.0,492.0,12.0,12.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8394.8408,6079.6284,0.0,2456.969,12902.722,10551.097,4170.9258,8004.9927,21758.972999999998,28671.722999999998,27185.459,24454.879,31412.629,35706.516,40292.957,38916.242,41015.25,48787.332,46531.227,0.0,0.0,0.0,0.0,0.0,0.0,34.0,52.0,0.0,7.0,52.0,43.0,12.0,27.0,44.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,32966.74525
6373,6374,6373,2,62,1.0,0.0,1.0,1.0,0,0,1,0.0,5.145,12.0,497.0,12.0,12.0,7.0,8.0,0.0,1201.4105,26.463106,11994.278999999999,18077.182,15325.221000000001,14690.972,14185.798999999999,21885.182,17275.563000000002,12902.722,19343.678,15015.333,16009.985,18650.549,13581.343,15738.95,19020.461,15706.313999999998,18468.887,15406.131000000001,11165.181999999999,26291.826,25410.068,26173.816000000003,0.0,4.0,0.0,38.0,50.0,51.0,50.0,52.0,52.0,44.0,43.0,17.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,17150.44825
6692,6693,6693,6,61,1.0,1.0,0.0,0.0,0,1,0,1.0,64.710999,7.0,489.0,16.0,16.0,12.0,3.0,5016.626,4505.2891,6086.5146,7484.4302,16269.463,32620.827999999998,34418.848,37491.039,44765.145,45684.27,48293.043,55217.405999999995,53387.852,58916.746,56262.488,57796.155999999995,56517.140999999996,61137.195,85075.867,104657.03,106657.83,17864.291,5180.5415,42688.918,74643.844,28.0,9.0,17.0,40.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,46.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,42.0,17.0,52.0,48.0,1.0,0.0,0.0,0.0,1,89381.9805
6760,6761,6761,5,61,1.0,1.0,0.0,1.0,0,0,1,0.0,3.0090001,12.0,359.0,10.0,10.0,12.0,12.0,1377.8999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
6816,6817,6816,8,62,0.0,0.0,0.0,1.0,0,1,0,1.0,88.572998,8.0,468.0,16.0,16.0,12.0,9.0,0.0,0.0,2646.3108,743.64532,9727.7832,6567.9517,25184.522999999997,15671.255,24268.678,33207.473,40551.41,38687.355,41208.746,48029.957,51289.008,45271.140999999996,47216.852,45513.246,45810.085999999996,43094.07,53921.457,56998.254,59369.047,65557.977,79781.672,0.0,0.0,12.0,42.0,33.0,14.0,52.0,36.0,45.0,52.0,52.0,52.0,52.0,52.0,52.0,32.0,50.0,42.0,52.0,52.0,52.0,47.0,43.0,42.0,52.0,1.0,0.0,0.0,0.0,1,47084.71475
6838,6839,6839,1,61,1.0,1.0,0.0,1.0,0,0,1,1.0,43.257999,7.0,518.0,16.0,14.0,15.0,14.0,601.99512,1802.1157,7938.9321,8395.9951,1468.771,4378.6348,6715.8730000000005,8106.1709,17906.058999999997,40309.648,44237.902,0.0,3336.7407,0.0,310.84247,0.0,0.0,0.0,3926.5786,18468.887,28162.406000000003,31262.51,27343.5,49295.535,48470.030999999995,0.0,39.0,43.0,39.0,16.0,30.0,48.0,50.0,40.0,38.0,50.0,0.0,11.0,33.0,1.0,23.0,0.0,0.0,14.0,44.0,52.0,34.0,52.0,52.0,52.0,1.0,0.0,0.0,0.0,1,12639.4679
7075,7076,7074,1,61,1.0,1.0,0.0,1.0,1,0,1,1.0,91.144997,7.0,555.0,16.0,15.0,14.0,11.0,0.0,1351.5868,2910.9417,4797.7119,10168.414,26271.807,9444.1963,1157.1559,1989.5620000000001,191.9507,12534.072,15650.794,275.2811,8004.9927,13055.383999999998,19617.494,28616.272999999997,41029.852,36648.066,27087.701,35552.609,33495.547,31550.193,37098.699,0.0,0.0,22.0,47.0,46.0,30.0,51.0,52.0,14.0,18.0,37.0,52.0,52.0,52.0,47.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,1,35079.557
7136,7137,7136,2,61,1.0,1.0,0.0,1.0,0,0,1,1.0,25.291999999999998,5.0,595.0,14.0,14.0,13.0,15.0,3009.9753,0.0,3175.5728,719.65674,677.8942900000001,2627.1807,5666.5176,2431.8513,11937.372,13436.548999999999,12902.722,10551.097,13346.963,12807.988000000001,2331.3186,18108.457,12877.323,14944.648000000001,20941.752,19700.146,18961.391,17864.291,17878.441000000003,17278.848,9694.0059,35.0,0.0,28.0,14.0,7.0,33.0,26.0,24.0,52.0,52.0,52.0,52.0,52.0,49.0,52.0,45.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,46.0,52.0,0.0,1.0,0.0,0.0,0,18636.98425
7151,7152,7151,3,61,1.0,1.0,0.0,1.0,0,0,1,1.0,26.153999,14.0,425.0,12.0,12.0,4.0,11.0,1003.3251,13311.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.96013999999997,42335.672,43456.449,46714.367,44827.957,55951.645,30180.762000000002,88710.445,51626.965,41883.504,0.0,56884.176,52476.355,54687.0,9147.625,38776.023,52.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,33.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0,37598.66125
7197,7198,7197,9,61,1.0,0.0,1.0,1.0,0,0,1,1.0,27.809,11.0,435.0,13.0,13.0,12.0,12.0,0.0,0.0,1323.1554,0.0,0.0,1751.4539,1049.3551,18238.885,35812.117,28792.605,0.0,17585.162,30030.666,33620.969,31084.248,28671.722999999998,28616.272999999997,28530.691000000003,32721.487999999998,35090.887,40292.957,39078.137,45221.941,39639.707,44592.426,0.0,0.0,14.0,0.0,0.0,17.0,13.0,39.0,52.0,52.0,27.0,39.0,49.0,52.0,52.0,31.0,52.0,52.0,51.0,52.0,52.0,44.0,52.0,52.0,52.0,0.0,1.0,0.0,0.0,0,34159.005750000004
7208,7209,7208,1,62,1.0,1.0,0.0,0.0,0,1,0,0.0,3.915,7.0,370.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2785.387,0.0,0.0,2637.7742,0.0,0.0,0.0,301.80762000000004,2861.6272,9510.2305,0.0,18468.887,18961.391,17864.291,17878.441000000003,12196.833,15510.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,7.0,52.0,8.0,0.0,0.0,1.0,0.0,37.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,1.0,0.0,0.0,0,11735.127124999999
7215,7216,7216,3,61,1.0,0.0,1.0,1.0,0,0,1,0.0,1.413,11.0,412.0,11.0,11.0,11.0,6.0,0.0,0.0,0.0,1919.0847,1355.7886,0.0,0.0,0.0,1989.5620000000001,0.0,5529.7378,4396.2905,6006.1333,16009.985,13987.911,27162.686,12161.916000000001,17661.857,49736.664000000004,40631.555,42663.129,24563.4,37860.23,47770.93,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,30.0,10.0,3.0,22.0,3.0,30.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,43.0,52.0,29.0,0.0,1.0,0.0,0.0,0,37673.301250000004
